#	3	21062019
# IP CIDR	IP range	CtryWhoCode	ASN	Uncert	Latitude	Longitude	WhoCntry	Org
# Begin IPv6 private address space
2620:a7:8000::/48	2620:a7:8000::-2620:a7:8000:ffff:ffff:ffff:ffff:ffff	0xe900180a	54111	70.0	33.509210	-111.899030	us	OneNeck IT Solutions LLC
2620:a7:c000::/44	2620:a7:c000::-2620:a7:c00f:ffff:ffff:ffff:ffff:ffff	0xe9000ea4	40035	70.0	42.645870	-85.290840	us	Hastings Mutual Insurance Co
2620:a:8000::/48	2620:a:8000::-2620:a:8000:ffff:ffff:ffff:ffff:ffff	0xe9001add	22187	70.0	42.066420	-87.937290	us	Rauland-Borg Corporation
2620:a8:4000::/48	2620:a8:4000::-2620:a8:4000:ffff:ffff:ffff:ffff:ffff	0xe90012f8	0	70.0	38.881010	-77.104280	us	Lewis
2620:a8::/48	2620:a8::-2620:a8:0:ffff:ffff:ffff:ffff:ffff	0xe9000988	30154	70.0	42.963360	-85.668090	us	Davenport University
2620:a8:8000::/48	2620:a8:8000::-2620:a8:8000:ffff:ffff:ffff:ffff:ffff	0xe90006e0	7448	70.0	33.448380	-112.074040	us	Choice Hotels International
2620:a8:c000::/48	2620:a8:c000::-2620:a8:c000:ffff:ffff:ffff:ffff:ffff	0xe900196e	32425	70.0	37.759030	-77.479980	us	Pixel Factory
2620:a9:4000::/48	2620:a9:4000::-2620:a9:4000:ffff:ffff:ffff:ffff:ffff	0xe9000ac5	7018	70.0	40.033400	-83.158250	us	Eagle Research Group
2620:a9::/48	2620:a9::-2620:a9:0:ffff:ffff:ffff:ffff:ffff	0xe9001d11	30120	70.0	32.715330	-117.157260	us	Sempra Global
2620:a9:8000::/44	2620:a9:8000::-2620:a9:800f:ffff:ffff:ffff:ffff:ffff	0xe90006f3	62872	70.0	39.162000	-84.456890	us	Cincinnati Bell Technology Solutions
2620:a9:c080::/48	2620:a9:c080::-2620:a9:c080:ffff:ffff:ffff:ffff:ffff	0xe9001461	0	70.0	46.246870	-114.160370	us	Marcus Daly Memorial Hospital Corporation
2620:a:a000::/48	2620:a:a000::-2620:a:a000:ffff:ffff:ffff:ffff:ffff	0xe9000e04	0	70.0	32.833950	-109.707580	us	Graham County
2620:aa:4000::/48	2620:aa:4000::-2620:aa:4000:ffff:ffff:ffff:ffff:ffff	0xe90016b2	26716	70.0	42.376490	-71.235610	us	NetCracker Technology
2620:aa::/48	2620:aa::-2620:aa:0:ffff:ffff:ffff:ffff:ffff	0xe9002019	32312	70.0	47.606210	-122.332070	us	Telecommunication Systems
2620:aa:8000::/48	2620:aa:8000::-2620:aa:8000:ffff:ffff:ffff:ffff:ffff	0xe9000ae9	0	70.0	40.750421	-73.948135	us	Edison Price Lighting
2620:aa:c000::/48	2620:aa:c000::-2620:aa:c000:ffff:ffff:ffff:ffff:ffff	0xe9002483	15304	70.0	39.529630	-119.813800	us	Washoe County
2620:ab:4000::/48	2620:ab:4000::-2620:ab:4000:ffff:ffff:ffff:ffff:ffff	0xe90001a5	393681	70.0	32.783060	-96.806670	us	All Blue Solutions Inc.
2620:ab::/48	2620:ab::-2620:ab:0:ffff:ffff:ffff:ffff:ffff	0xe9000715	46522	70.0	36.039700	-114.981940	us	City of Henderson
2620:ab:8000::/48	2620:ab:8000::-2620:ab:8000:ffff:ffff:ffff:ffff:ffff	0xe90022b4	4511	70.0	25.721490	-80.268380	us	University of Miami
2620:ab:c000::/48	2620:ab:c000::-2620:ab:c000:ffff:ffff:ffff:ffff:ffff	0xe9000e7a	393570	70.0	40.714270	-74.005970	us	HUMAN RIGHTS WATCH
2620:a:c000::/48	2620:a:c000::-2620:a:c000:ffff:ffff:ffff:ffff:ffff	0xe9000a32	14498	70.0	34.730370	-86.586100	us	Dynetics
2620:ac:4000::/48	2620:ac:4000::-2620:ac:4000:ffff:ffff:ffff:ffff:ffff	0x27001cbb	0	70.0	45.700040	-73.647320	ca	San@sro Inc
2620:ac::/48	2620:ac::-2620:ac:0:ffff:ffff:ffff:ffff:ffff	0xe90017ef	32661	70.0	37.974760	-87.555850	us	Old National Bancorp
2620:ac:8000::/48	2620:ac:8000::-2620:ac:8000:ffff:ffff:ffff:ffff:ffff	0xe90010c8	10325	70.0	33.669460	-117.823110	us	Ingram Micro Inc.
2620:ac:c000::/48	2620:ac:c000::-2620:ac:c000:ffff:ffff:ffff:ffff:ffff	0xe9001e38	209	70.0	32.525150	-93.750180	us	Sports South
2620:ad:4000::/48	2620:ad:4000::-2620:ad:4000:ffff:ffff:ffff:ffff:ffff	0xe900191e	63171	70.0	29.691060	-95.209100	us	Pasadena Independent School District
2620:ad::/48	2620:ad::-2620:ad:0:ffff:ffff:ffff:ffff:ffff	0xe900191c	36400	70.0	40.760780	-111.891050	us	PartNET
2620:ad:8000::/40	2620:ad:8000::-2620:ad:80ff:ffff:ffff:ffff:ffff:ffff	0xe90002ab	30714	70.0	33.448380	-112.074040	us	Axway Inc
2620:ad:c000::/48	2620:ad:c000::-2620:ad:c000:ffff:ffff:ffff:ffff:ffff	0x2700242b	0	70.0	49.884400	-97.147040	ca	WCB of Manitoba
2620:a:e000::/48	2620:a:e000::-2620:a:e000:ffff:ffff:ffff:ffff:ffff	0xe900172b	0	70.0	34.015830	-117.950830	us	Newegg Inc.
2620:ae:4000::/48	2620:ae:4000::-2620:ae:4000:ffff:ffff:ffff:ffff:ffff	0xe9001939	11963	70.0	36.153980	-95.992780	us	PennWell Corporation
2620:ae::/48	2620:ae::-2620:ae:0:ffff:ffff:ffff:ffff:ffff	0x270022cf	22950	70.0	52.116790	-106.634520	ca	University of Saskatchewan
2620:ae:8000::/48	2620:ae:8000::-2620:ae:8000:ffff:ffff:ffff:ffff:ffff	0xe9000a10	17318	70.0	47.606210	-122.332070	us	DomainTools
2620:ae:c000::/48	2620:ae:c000::-2620:ae:c000:ffff:ffff:ffff:ffff:ffff	0x27000f9c	18686	70.0	49.249660	-123.119340	ca	INCOGNITO SOFTWARE INC.
2620:af:4000::/48	2620:af:4000::-2620:af:4000:ffff:ffff:ffff:ffff:ffff	0xe900116d	26979	70.0	40.562170	-111.929660	us	Ivanti
2620:af::/44	2620:af::-2620:af:f:ffff:ffff:ffff:ffff:ffff	0xe90019f4	0	70.0	28.039470	-81.949800	us	Publix Super Markets
2620:af:8000::/48	2620:af:8000::-2620:af:8000:ffff:ffff:ffff:ffff:ffff	0xe900117b	0	70.0	42.732540	-84.555530	us	JACKSON NATIONAL LIFE INSURANCE CO.
2620:af:c000::/48	2620:af:c000::-2620:af:c000:ffff:ffff:ffff:ffff:ffff	0x27002436	63372	70.0	43.700110	-79.416300	ca	WEBSAN SOLUTIONS INC
2620:b0:4000::/48	2620:b0:4000::-2620:b0:4000:ffff:ffff:ffff:ffff:ffff	0xe9001573	0	70.0	45.104970	-93.208560	us	Multi-Tech Systems
2620:b0::/48	2620:b0::-2620:b0:0:ffff:ffff:ffff:ffff:ffff	0x270013be	16796	70.0	49.801700	-97.086240	ca	MERLIN
2620:b0:8000::/48	2620:b0:8000::-2620:b0:8000:ffff:ffff:ffff:ffff:ffff	0xe9001cd9	291	70.0	33.560420	-81.719550	us	Savannah River Plant
2620:b0:c000::/48	2620:b0:c000::-2620:b0:c000:ffff:ffff:ffff:ffff:ffff	0xe900155a	32744	70.0	40.152330	-75.266290	us	Montgomery County Community College
2620:b1:4000::/48	2620:b1:4000::-2620:b1:4000:ffff:ffff:ffff:ffff:ffff	0xe9001569	0	70.0	42.008330	-91.644070	us	Mount Mercy College
2620:b1::/48	2620:b1::-2620:b1:0:ffff:ffff:ffff:ffff:ffff	0xe9000c8d	17202	70.0	26.621680	-81.840590	us	Florida Gulf Coast University
2620:b1:8000::/48	2620:b1:8000::-2620:b1:8000:ffff:ffff:ffff:ffff:ffff	0xe9000b7d	0	70.0	33.448380	-112.074040	us	Ewing Irrigation Products
2620:b1:c000::/48	2620:b1:c000::-2620:b1:c000:ffff:ffff:ffff:ffff:ffff	0xe9001b9a	393355	70.0	37.386050	-122.083850	us	SAMSUNG RESEARCH AMERICA
2620:b:2000::/48	2620:b:2000::-2620:b:2000:ffff:ffff:ffff:ffff:ffff	0xe9002576	395108	70.0	45.523450	-122.676210	us	ZOOM+
2620:b2:4000::/48	2620:b2:4000::-2620:b2:4000:ffff:ffff:ffff:ffff:ffff	0x270019d4	32359	70.0	48.432940	-123.369300	ca	Probst Enterprises LTD.
2620:b2::/48	2620:b2::-2620:b2:0:ffff:ffff:ffff:ffff:ffff	0xe9000d99	0	70.0	32.814020	-96.948890	us	General Datatech
2620:b2:8000::/48	2620:b2:8000::-2620:b2:8000:ffff:ffff:ffff:ffff:ffff	0xe9000888	22280	70.0	41.350000	-79.758056	us	Coventry Health Care
2620:b2:c000::/48	2620:b2:c000::-2620:b2:c000:ffff:ffff:ffff:ffff:ffff	0xe9001f55	0	70.0	41.850030	-87.650050	us	TELNYX LLC
2620:b3:4000::/48	2620:b3:4000::-2620:b3:4000:ffff:ffff:ffff:ffff:ffff	0xe90008ba	62611	70.0	43.229470	-83.196610	us	Cutting Edge Computers
2620:b3::/48	2620:b3::-2620:b3:0:ffff:ffff:ffff:ffff:ffff	0xe90018f0	0	70.0	47.610380	-122.200680	us	Pacific Software Publishing
2620:b3:8000::/48	2620:b3:8000::-2620:b3:8000:ffff:ffff:ffff:ffff:ffff	0xe9000aed	19744	70.0	42.376490	-71.235610	us	Education Development Center
2620:b3:c000::/44	2620:b3:c000::-2620:b3:c00f:ffff:ffff:ffff:ffff:ffff	0xe9001fd5	33660	70.0	40.760780	-111.891050	us	TeKnowledgy
2620:b:4000::/48	2620:b:4000::-2620:b:4000:ffff:ffff:ffff:ffff:ffff	0xe90003b6	14512	70.0	42.376490	-71.235610	us	Bentley University
2620:b4:4000::/48	2620:b4:4000::-2620:b4:4000:ffff:ffff:ffff:ffff:ffff	0xe90014fb	0	70.0	47.673990	-122.121510	us	Microsoft Corporation
2620:b4::/48	2620:b4::-2620:b4:0:ffff:ffff:ffff:ffff:ffff	0xe9001b62	0	70.0	42.008330	-91.644070	us	Rockwell Collins
2620:b::/48	2620:b::-2620:b:0:ffff:ffff:ffff:ffff:ffff	0xe900149d	29901	70.0	35.227090	-80.843130	us	Mecklenburg County
2620:b4:8000::/48	2620:b4:8000::-2620:b4:8000:ffff:ffff:ffff:ffff:ffff	0x27001871	40915	70.0	48.432940	-123.369300	ca	PC Helpline Computer Support Inc.
2620:b4:c000::/48	2620:b4:c000::-2620:b4:c000:ffff:ffff:ffff:ffff:ffff	0xe900113e	46151	70.0	40.714270	-74.005970	us	Intersection Design and Technology
2620:b5:4000::/48	2620:b5:4000::-2620:b5:4000:ffff:ffff:ffff:ffff:ffff	0xe900038e	0	70.0	42.193360	-87.866460	us	Baxalta Incorporated
2620:b5::/48	2620:b5::-2620:b5:0:ffff:ffff:ffff:ffff:ffff	0xe9000661	32350	70.0	35.467560	-97.516430	us	Candid Color Systems
2620:b5:8000::/48	2620:b5:8000::-2620:b5:8000:ffff:ffff:ffff:ffff:ffff	0xe90020a2	22962	70.0	38.895110	-77.036370	us	The Kennedy Center
2620:b5:c000::/48	2620:b5:c000::-2620:b5:c000:ffff:ffff:ffff:ffff:ffff	0xe9000f2a	32971	70.0	39.240380	-76.839420	us	Howard Community College
2620:b6:4000::/48	2620:b6:4000::-2620:b6:4000:ffff:ffff:ffff:ffff:ffff	0xe9001a8e	11448	70.0	38.775010	-95.186360	us	RG Fiber
2620:b6:8000::/48	2620:b6:8000::-2620:b6:8000:ffff:ffff:ffff:ffff:ffff	0xe900127c	0	70.0	35.652830	-97.478100	us	LIFE COVENANT CHURCH
2620:b6:c000::/48	2620:b6:c000::-2620:b6:c000:ffff:ffff:ffff:ffff:ffff	0xe9002094	13328	70.0	37.774930	-122.419420	us	The Gap
2620:b7::/48	2620:b7::-2620:b7:0:ffff:ffff:ffff:ffff:ffff	0xe90003cc	0	70.0	38.017140	-122.288580	us	Bio-Rad Laboratories
2620:b7:8000::/48	2620:b7:8000::-2620:b7:8000:ffff:ffff:ffff:ffff:ffff	0x27001aba	26992	70.0	43.657940	-79.375620	ca	RYERSON UNIVERSITY
2620:b7:c000::/48	2620:b7:c000::-2620:b7:c000:ffff:ffff:ffff:ffff:ffff	0xe90002f5	32428	70.0	35.149530	-90.048980	us	BELZ ENTERPRISES
2620:b:8000::/48	2620:b:8000::-2620:b:8000:ffff:ffff:ffff:ffff:ffff	0xe9000a23	11834	70.0	39.952340	-75.163790	us	Drexel University
2620:b8:4000::/48	2620:b8:4000::-2620:b8:4000:ffff:ffff:ffff:ffff:ffff	0x270024cc	0	70.0	42.983390	-81.233040	ca	Whatbox Inc.
2620:b8::/48	2620:b8::-2620:b8:0:ffff:ffff:ffff:ffff:ffff	0xe9001492	0	70.0	39.575380	-76.995810	us	McDaniel College
2620:b8:8000::/48	2620:b8:8000::-2620:b8:8000:ffff:ffff:ffff:ffff:ffff	0xe90024c5	15199	70.0	48.759550	-122.488220	us	Western Washington University
2620:b8:c000::/48	2620:b8:c000::-2620:b8:c000:ffff:ffff:ffff:ffff:ffff	0xe90016f3	53621	70.0	32.715330	-117.157260	us	Network Admins
2620:b9:4000::/48	2620:b9:4000::-2620:b9:4000:ffff:ffff:ffff:ffff:ffff	0xe9001249	26036	70.0	47.677680	-116.780470	us	Kootenai Medical Center
2620:b9::/48	2620:b9::-2620:b9:0:ffff:ffff:ffff:ffff:ffff	0xe9001958	0	70.0	32.725410	-97.320850	us	Pier 1 Imports
2620:b9:8000::/48	2620:b9:8000::-2620:b9:8000:ffff:ffff:ffff:ffff:ffff	0xe9001531	0	70.0	32.298760	-90.184810	us	Mississippi Institutions of Higher Learning
2620:b9:c000::/48	2620:b9:c000::-2620:b9:c000:ffff:ffff:ffff:ffff:ffff	0xe900160a	3142	70.0	40.348720	-74.659050	us	NIKSUN
2620:ba::/40	2620:ba::-2620:ba:ff:ffff:ffff:ffff:ffff:ffff	0xe90008df	0	70.0	28.538340	-81.379240	us	DART INDUSTRIES INC.
2620:ba:4000::/48	2620:ba:4000::-2620:ba:4000:ffff:ffff:ffff:ffff:ffff	0xe9001e39	174	70.0	30.173600	-81.395600	us	Spot Labs Inc
2620:ba:8000::/48	2620:ba:8000::-2620:ba:8000:ffff:ffff:ffff:ffff:ffff	0xe90001b0	0	70.0	35.772100	-78.638610	us	Allied Telesis Labs
2620:ba:c000::/48	2620:ba:c000::-2620:ba:c000:ffff:ffff:ffff:ffff:ffff	0xe90023af	3356	70.0	32.715330	-117.157260	us	Verimatrix
2620:bb::/48	2620:bb::-2620:bb:0:ffff:ffff:ffff:ffff:ffff	0xe9002181	0	70.0	38.895110	-77.036370	us	U.S. Government Printing Office
2620:bb:8000::/44	2620:bb:8000::-2620:bb:800f:ffff:ffff:ffff:ffff:ffff	0xe9001fc7	15040	70.0	37.386050	-122.083850	us	Tango
2620:bb:c000::/48	2620:bb:c000::-2620:bb:c000:ffff:ffff:ffff:ffff:ffff	0xe9002154	33151	70.0	39.745950	-75.546590	us	Trustwave Holdings
2620:b:c000::/48	2620:b:c000::-2620:b:c000:ffff:ffff:ffff:ffff:ffff	0xe9000783	36739	70.0	26.142040	-81.794810	us	Collier County Government
2620:bc:4000::/48	2620:bc:4000::-2620:bc:4000:ffff:ffff:ffff:ffff:ffff	0xe90022bf	22742	70.0	41.270650	-72.947050	us	University of New Haven
2620:bc:8000::/48	2620:bc:8000::-2620:bc:8000:ffff:ffff:ffff:ffff:ffff	0xe90001f0	0	70.0	38.750950	-77.475270	us	American Type Culture Collection
2620:bc:c000::/48	2620:bc:c000::-2620:bc:c000:ffff:ffff:ffff:ffff:ffff	0xe90020cd	11395	70.0	41.404500	-80.391180	us	Thiel College
2620:bd:4000::/48	2620:bd:4000::-2620:bd:4000:ffff:ffff:ffff:ffff:ffff	0x270014df	0	70.0	49.884400	-97.147040	ca	Metrex Systems Consulting Inc.
2620:bd::/48	2620:bd::-2620:bd:0:ffff:ffff:ffff:ffff:ffff	0x270012d9	14661	70.0	46.490000	-80.990010	ca	Laurentian University
2620:bd:8000::/48	2620:bd:8000::-2620:bd:8000:ffff:ffff:ffff:ffff:ffff	0xe9000282	48029	70.0	41.850030	-87.650050	us	Attorneys' Liability Assurance Society
2620:bd:c000::/48	2620:bd:c000::-2620:bd:c000:ffff:ffff:ffff:ffff:ffff	0xe900071c	393638	70.0	32.766800	-96.599160	us	City of Mesquite Texas
2620:b:e000::/48	2620:b:e000::-2620:b:e000:ffff:ffff:ffff:ffff:ffff	0x2700013d	32241	70.0	43.700110	-79.416300	ca	Acpana Business Systems Inc.
2620:be:4000::/48	2620:be:4000::-2620:be:4000:ffff:ffff:ffff:ffff:ffff	0xe900159b	0	70.0	45.420670	-122.670650	us	NAVEX Global
2620:be::/48	2620:be::-2620:be:0:ffff:ffff:ffff:ffff:ffff	0xe9001e70	21783	70.0	39.163800	-119.767400	us	State of Nevada
2620:be:8000::/48	2620:be:8000::-2620:be:8000:ffff:ffff:ffff:ffff:ffff	0xe90012d0	11398	70.0	36.174970	-115.137220	us	Las Vegas - Clark County Library District
2620:be:c000::/48	2620:be:c000::-2620:be:c000:ffff:ffff:ffff:ffff:ffff	0xe9000884	6128	70.0	40.916770	-74.171810	us	County of Passaic
2620:bf:4000::/48	2620:bf:4000::-2620:bf:4000:ffff:ffff:ffff:ffff:ffff	0xe900247a	0	70.0	42.963360	-85.668090	us	Warner
2620:bf::/48	2620:bf::-2620:bf:0:ffff:ffff:ffff:ffff:ffff	0xe9002179	3134	70.0	38.895110	-77.036370	us	U.S. Agency for International Development
2620:bf:8000::/48	2620:bf:8000::-2620:bf:8000:ffff:ffff:ffff:ffff:ffff	0xe90006d6	32834	70.0	32.783060	-96.806670	us	Children's Medical Center of Dallas
2620:bf:c000::/48	2620:bf:c000::-2620:bf:c000:ffff:ffff:ffff:ffff:ffff	0xe9000717	32457	70.0	29.763280	-95.363270	us	City of Houston
2620:c0:4000::/44	2620:c0:4000::-2620:c0:400f:ffff:ffff:ffff:ffff:ffff	0xe9001946	63360	70.0	37.226610	-121.974680	us	Pertino Inc.
2620:c0::/48	2620:c0::-2620:c0:0:ffff:ffff:ffff:ffff:ffff	0xe9001903	6492	70.0	33.143370	-117.166140	us	Palomar Community College District
2620:c0:8000::/48	2620:c0:8000::-2620:c0:8000:ffff:ffff:ffff:ffff:ffff	0xe9000d7d	36688	70.0	40.760780	-111.891050	us	Galileo Processing
2620:c0:c000::/44	2620:c0:c000::-2620:c0:c00f:ffff:ffff:ffff:ffff:ffff	0xe9001188	393501	70.0	40.068120	-82.519600	us	JCC
2620:c1:4000::/48	2620:c1:4000::-2620:c1:4000:ffff:ffff:ffff:ffff:ffff	0xe9000147	26988	70.0	41.850030	-87.650050	us	Adage Technologies
2620:c1::/48	2620:c1::-2620:c1:0:ffff:ffff:ffff:ffff:ffff	0xe900049d	30598	70.0	25.774270	-80.193660	us	CARNIVAL CRUISE LINES
2620:c1:8000::/48	2620:c1:8000::-2620:c1:8000:ffff:ffff:ffff:ffff:ffff	0xe9000f3a	22931	70.0	41.850030	-87.650050	us	Huron Consulting Group
2620:c1:c000::/48	2620:c1:c000::-2620:c1:c000:ffff:ffff:ffff:ffff:ffff	0x27000657	0	70.0	49.884400	-97.147040	ca	Canad Corporation of Manitoba Limited
2620:c2:4000::/48	2620:c2:4000::-2620:c2:4000:ffff:ffff:ffff:ffff:ffff	0xe90020d6	394101	70.0	37.774930	-122.419420	us	ThousandEyes
2620:c2::/48	2620:c2::-2620:c2:0:ffff:ffff:ffff:ffff:ffff	0xe900104c	6327	70.0	47.606210	-122.332070	us	ISTOCKPHOTO INC.
2620:c2:8000::/48	2620:c2:8000::-2620:c2:8000:ffff:ffff:ffff:ffff:ffff	0xe9001a12	7018	70.0	33.565040	-117.727120	us	QUEST SOFTWARE
2620:c2:c000::/48	2620:c2:c000::-2620:c2:c000:ffff:ffff:ffff:ffff:ffff	0xe90010ba	13383	70.0	40.714270	-74.005970	us	Information Builders
2620:c3:4000::/48	2620:c3:4000::-2620:c3:4000:ffff:ffff:ffff:ffff:ffff	0xe9000942	393256	70.0	42.331430	-83.045750	us	DTE Energy Company
2620:c3::/48	2620:c3::-2620:c3:0:ffff:ffff:ffff:ffff:ffff	0xe90009a8	0	70.0	37.774930	-122.419420	us	Demand Chain
2620:c3:8000::/48	2620:c3:8000::-2620:c3:8000:ffff:ffff:ffff:ffff:ffff	0xe9001fac	10466	70.0	40.497263	-77.740883	us	TUSCARORA INTERMEDIATE UNIT
2620:c3:c000::/44	2620:c3:c000::-2620:c3:c00f:ffff:ffff:ffff:ffff:ffff	0xe900037d	46416	70.0	35.467560	-97.516430	us	BankOnIT
2620:c:4000::/48	2620:c:4000::-2620:c:4000:ffff:ffff:ffff:ffff:ffff	0xe90022a8	14834	70.0	39.801720	-89.643710	us	University of Illinois at Springfield
2620:c::/44	2620:c::-2620:c:f:ffff:ffff:ffff:ffff:ffff	0xe90025c9	7324	70.0	40.121500	-75.339900	us	iFAX Solutions
2620:c4:4000::/48	2620:c4:4000::-2620:c4:4000:ffff:ffff:ffff:ffff:ffff	0xe900199a	46838	70.0	33.766960	-118.189230	us	Port of Long Beach
2620:c4::/48	2620:c4::-2620:c4:0:ffff:ffff:ffff:ffff:ffff	0xe90019ce	88	70.0	40.348720	-74.659050	us	Princeton University
2620:c4:c000::/48	2620:c4:c000::-2620:c4:c000:ffff:ffff:ffff:ffff:ffff	0x27001b16	62824	70.0	43.683410	-79.766330	ca	Regional Municipality of Peel
2620:c5:4000::/48	2620:c5:4000::-2620:c5:4000:ffff:ffff:ffff:ffff:ffff	0xe9000ee6	4323	70.0	42.868960	-76.977740	us	Hobart and William Smith Colleges
2620:c5::/48	2620:c5::-2620:c5:0:ffff:ffff:ffff:ffff:ffff	0xe9001353	0	70.0	37.302100	-78.391940	us	Longwood University
2620:c5:c000::/48	2620:c5:c000::-2620:c5:c000:ffff:ffff:ffff:ffff:ffff	0xe90018df	25771	70.0	39.739150	-104.984700	us	PSI/Maximus
2620:c6:4000::/48	2620:c6:4000::-2620:c6:4000:ffff:ffff:ffff:ffff:ffff	0xe90017eb	0	70.0	39.961180	-82.998790	us	Ohio Bureau of Worker's Compensation
2620:c6::/48	2620:c6::-2620:c6:0:ffff:ffff:ffff:ffff:ffff	0xe9000efd	63056	70.0	40.467260	-87.668360	us	Hoopeston Area Schools
2620:c6:8000::/48	2620:c6:8000::-2620:c6:8000:ffff:ffff:ffff:ffff:ffff	0xe9000a25	54372	70.0	37.774930	-122.419420	us	Dropbox
2620:c6:c000::/48	2620:c6:c000::-2620:c6:c000:ffff:ffff:ffff:ffff:ffff	0xe9001ed4	18989	70.0	37.386050	-122.083850	us	Symantec Corporation
2620:c7:4000::/48	2620:c7:4000::-2620:c7:4000:ffff:ffff:ffff:ffff:ffff	0xe900094f	7046	70.0	32.783060	-96.806670	us	Dallas/Fort Worth International Airport Board
2620:c7::/48	2620:c7::-2620:c7:0:ffff:ffff:ffff:ffff:ffff	0xe90018eb	16538	70.0	20.785000	-156.465560	us	Pacific Disaster Center
2620:c7:8000::/48	2620:c7:8000::-2620:c7:8000:ffff:ffff:ffff:ffff:ffff	0xe9001d14	27336	70.0	36.852930	-75.977980	us	Sentara Healthcare
2620:c7:c000::/48	2620:c7:c000::-2620:c7:c000:ffff:ffff:ffff:ffff:ffff	0xe90001a0	394128	70.0	42.546700	-83.211320	us	Alfa Financial Software Inc
2620:c:8000::/48	2620:c:8000::-2620:c:8000:ffff:ffff:ffff:ffff:ffff	0xe900194c	36667	70.0	40.897600	-74.015970	us	Phibro Animal Health Corporation
2620:c8:4000::/48	2620:c8:4000::-2620:c8:4000:ffff:ffff:ffff:ffff:ffff	0xe9001566	36210	70.0	37.774930	-122.419420	us	Moscone Center Joint Ventures
2620:c8::/48	2620:c8::-2620:c8:0:ffff:ffff:ffff:ffff:ffff	0xe90025d7	15301	70.0	45.523450	-122.676210	us	iovation
2620:c8:c000::/44	2620:c8:c000::-2620:c8:c00f:ffff:ffff:ffff:ffff:ffff	0xe9001e9c	393380	70.0	37.441880	-122.143020	us	Suitable Technologies
2620:c9:4000::/48	2620:c9:4000::-2620:c9:4000:ffff:ffff:ffff:ffff:ffff	0xe9001e40	22507	70.0	33.448380	-112.074040	us	Sprouts Farmers Market
2620:c9::/48	2620:c9::-2620:c9:0:ffff:ffff:ffff:ffff:ffff	0xe9002217	0	70.0	38.980670	-77.100260	us	Uniformed Services University of Health Sciences
2620:c9:8000::/48	2620:c9:8000::-2620:c9:8000:ffff:ffff:ffff:ffff:ffff	0xe900042e	6510	70.0	40.130230	-111.578530	us	Brigham Young University
2620:c9:c000::/48	2620:c9:c000::-2620:c9:c000:ffff:ffff:ffff:ffff:ffff	0xe9002058	394080	70.0	27.770860	-82.679270	us	Tenerum
2620:c:a000::/48	2620:c:a000::-2620:c:a000:ffff:ffff:ffff:ffff:ffff	0xe9002123	395486	70.0	40.714270	-74.005970	us	Tremor Video DSP
2620:ca:4000::/48	2620:ca:4000::-2620:ca:4000:ffff:ffff:ffff:ffff:ffff	0xe9001f56	394229	70.0	33.669460	-117.823110	us	TELOGIKS
2620:ca::/48	2620:ca::-2620:ca:0:ffff:ffff:ffff:ffff:ffff	0xe90001e5	14707	70.0	29.763280	-95.363270	us	American Bureau of Shipping
2620:ca:8000::/48	2620:ca:8000::-2620:ca:8000:ffff:ffff:ffff:ffff:ffff	0xe9001362	19564	70.0	32.523210	-92.637930	us	Louisiana Tech University
2620:ca:c000::/48	2620:ca:c000::-2620:ca:c000:ffff:ffff:ffff:ffff:ffff	0xe9001adf	0	70.0	33.200040	-117.242540	us	Raveon
2620:cb:4000::/48	2620:cb:4000::-2620:cb:4000:ffff:ffff:ffff:ffff:ffff	0xe9001ea3	393722	70.0	44.923860	-92.959380	us	Summit Ortho
2620:cb::/44	2620:cb::-2620:cb:f:ffff:ffff:ffff:ffff:ffff	0xe9001061	22900	70.0	47.675910	-117.118210	us	ITRON
2620:cb:8000::/48	2620:cb:8000::-2620:cb:8000:ffff:ffff:ffff:ffff:ffff	0xe9001ad0	54058	70.0	42.358430	-71.059770	us	Rakuten Inc
2620:cb:c000::/48	2620:cb:c000::-2620:cb:c000:ffff:ffff:ffff:ffff:ffff	0xe9000b37	393965	70.0	42.506480	-71.072830	us	EndLayer
2620:c:c000::/48	2620:c:c000::-2620:c:c000:ffff:ffff:ffff:ffff:ffff	0xe9000707	11404	70.0	47.610380	-122.200680	us	City of Bellevue IT Dept
2620:cc:4000::/48	2620:cc:4000::-2620:cc:4000:ffff:ffff:ffff:ffff:ffff	0xe9001e91	0	70.0	37.774930	-122.419420	us	Stripe
2620:cc::/48	2620:cc::-2620:cc:0:ffff:ffff:ffff:ffff:ffff	0xe900235a	40816	70.0	37.441880	-122.143020	us	VMWare
2620:cc:8000::/48	2620:cc:8000::-2620:cc:8000:ffff:ffff:ffff:ffff:ffff	0xe9001e61	3685	70.0	42.886450	-78.878370	us	State University of New York at Buffalo
2620:cc:c000::/48	2620:cc:c000::-2620:cc:c000:ffff:ffff:ffff:ffff:ffff	0xe9000de4	61262	70.0	37.804370	-122.270800	us	Globetouch Inc
2620:cd:4000::/48	2620:cd:4000::-2620:cd:4000:ffff:ffff:ffff:ffff:ffff	0xe9001e87	25989	70.0	32.948180	-96.729720	us	StoneEagle Insurance Systems
2620:cd:8000::/48	2620:cd:8000::-2620:cd:8000:ffff:ffff:ffff:ffff:ffff	0xe9000ee1	54049	70.0	33.352830	-111.789030	us	Hipaa Networks LLC
2620:cd:c000::/48	2620:cd:c000::-2620:cd:c000:ffff:ffff:ffff:ffff:ffff	0xe9000889	32932	70.0	39.704990	-104.933590	us	Covius Shared Services
